Placename@tr	Placename@ott	Placename_2@tr	Placename_3@tr	Placename_4@tr	Placename_5@tr	Placename_notes@tr	Wikidata_url	Admin_unit_1	Admin_unit_1_year	Admin_unit_1_note	Belongs_to_1-4	Belongs_to_1-3	Belongs_to_1-2	Belongs_to_1-1	Admin_unit_2	Admin_unit_2_year	Admin_unit_2_note	Belongs_to_2-4	Belongs_to_2-3	Belongs_to_2-2	Belongs_to_2-1	Admin_unit_3	Admin_unit_3_year	Admin_unit_3_note	Belongs_to_3-4	Belongs_to_3-3	Belongs_to_3-2	Belongs_to_3-1	Admin_unit_4	Admin_unit_4_year	Admin_unit_4_note	Belongs_to_4-3	Belongs_to_4-2	Belongs_to_4-1	Admin_unit_5	Admin_unit_5_year	Admin_unit_5_note	Belongs_to_5-3	Belongs_to_5-2	Belongs_to_5-1	Admin_unit_6	Admin_unit_6_year	Admin_unit_6_note	Belongs_to_6-2	Belongs_to_6-1	Admin_unit_7	Admin_unit_7_year	Admin_unit_7_note	Belongs_to_7-2	Belongs_to_7-1	Admin_unit_8	Admin_unit_8_year	Admin_unit_8_note	Belongs_to_8-2	Belongs_to_8-1	Admin_unit_9	Admin_unit_9_year	Belongs_to_9-3	Belongs_to_9-2	Belongs_to_9-1	Admin_unit_10	Admin_unit_10_year	Belongs_to_10-2	Belongs_to_10-1	Admin_unit_11	Admin_unit_11_year	Belongs_to_11-2	Belongs_to_11-1	Admin_unit_12	Belongs_to_12	Admin_unit_13	Belongs_to_13	Admin_unit_14	Admin_unit_14_year	Belongs_to_14
Süleymanlı	سليمانلی	SALMANLI	Kayadibi					Nahiye	~1530			Bozok	Bozok	Zülkadriye eyâleti	Kaza	1846				Bozok	Bozok eyâleti	Nahiye	1867			Keskin	Bozok	Ankara vilâyeti	Nahiye	1872		Sungurlu	Yozgat	Ankara vilâyeti	Nahiye	1924			Merkez	Yozgat	Nahiye	1845		Yerköy	Yozgat																														
SÜLEYMANLU-YI KEBİR	سليمانلوی کبير							Kaza	1483				Niğde	Karaman eyâleti																																																													
Süleymanpaşa	سليمان پاشا	LAPSEKİ						Kaza	1866					Biga sancağı	Kaza	1924					Çanakkale																																																						
SULİNA	صولينه	Sünne, Tunaburgazı					https://www.wikidata.org/wiki/Q328647	Şehir						Romanya																																																													
SÜLLES	سوللس							Nahiye					Akseki	Antalya																																																													
SÜLOĞLU	سوله اوغلی							Köy	19. yy.			Tatarlar	Merkez	Edirne vilâyeti	Nahiye		Cumhuriyetten sonra			Merkez	Edirne	Kaza	1991					Edirne																																															
SULTANBEYLİ	سلطان بکلی							Kaza	~1990					İstanbul																																																													
SULTANDAĞI	سلطان طاغی	İshaklı						Kaza	~1530				Akşehir	Karaman eyâleti	Nahiye	1864			Bolvadin	Karahisar-ı Sahib	Hudavendigâr	Nahiye	1924				Bolvadin	Afyon	Kaza	1958				Afyonkarahisar																																									
SULTANHANI	سلطان خانی							Kaza	1483				Niğde	Karaman eyâleti	Nahiye	1933				Aksaray	Niğde	Nahiye	1989				Merkez	Aksaray																																															
SULTANHİSAR	سلطان حصاری							Kaza	~1530				Aydın	Anadolu eyâleti	Nahiye	1867			Nazilli	Aydın	Aydın vilâyeti	Kaza	1958					Aydın																																															
Sultaniye	سلطانيه	KARAPINAR						Kaza	1865				Konya	Konya vilâyeti	Kaza	1924					Konya																																																						
SULTANİYE	سلطانيه	Anapolis						Kaza merkezi	1867			İsfakya	Hanya	Girit vilâyeti	Kaza merkezi	1913				İsfakya	Yunanistan																																																						
SULTANİYE	سلطانيه							Nahiye	1877			Osmaniye	Üsküb	Kosova vilâyeti																																																													
SULTANİYE	سلطانيه							Nahiye	1879			Erbil	Şehrizor	Musul vilâyeti																																																													
Sultankaryesi	سلطان قريه سی	SULTANKÖY						Nahiye	1865			Tonus	Sivas	Sivas vilâyeti	Köy				Merkez	Şarkışla	Sivas																																																						
Sultanmut	سلطانمود	DOĞANSU						Nahiye	1884			Malazgirt	Muş	Bitlis vilâyeti	Nahiye	1924				Malazgirt	Muş	Nahiye	1936				Patnos	Ağrı																																															
SULTANÖNÜ	سلطان اوگی	Eskişehir						Sancak		Osmanlı Devleti’nin ilk ve orta dönemlerinde Eskişehir ve Bilecik yörelerini içine alan sancak. İlk merkezi Eskişehir merkez bucağına bağlı “Karacaşehir” k.yüdür.				Anadolu eyâleti																																																													
SULTANÖNÜ maa KÜTAHYA	سلطان اوگی مع کوتاهيه							Sancak	1841					Hudavendigâr eyâleti																																																													
SULTANYERİ	سلطان يری	Momcil-grad	Koşukavak			Sultanyeri adı kaldırılmış. Merkezi olan Koşukavak=Krumovgrad şimdi Kırcaali vilâyetine bağlı kazadır.		Kaza	1846				Filibe	Edirne eyâleti	Kaza	1865				Gümülcine	Edirne vilâyeti	Kaza	1913				Kırcasalih	Bulgaristan																																															
SULUCA	صوليجه							Nahiye merkezi				Mecidiye	Keşan	Edirne																																																													
SULUÇEM	صولی چم	Musun						Nahiye	1925				Karaköse	Bayazıt	Nahiye	1938				Doğubayazıt	Ağrı																																																						
SÜLÜK	سلوک							Kasaba				Merkez	Bingazi	Libya																																																													
SÜLÜKLÜ	‫سلوکلی‬							Nahiye					Yunak	Konya																																																													
SULUOVA	صولی اووه							Nahiye	1902			Merkez	Amasya	Sivas vilâyeti	Nahiye	1924				Merkez	Amasya	Kaza	1958					Amasya																																															
SULUSARAY	صولی سرای							Kaza merkezi	17. yy.			Artova	Sivas	Sivas eyâleti	Nahiye	1923				Artova	Tokat	Kaza	~1990					Tokat																																															
ŞUMAR	شومر							Nahiye	1902			Sayda	Beyrut	Beyrut vilâyeti																																																													
Sumatar	صومطر	YARDIMCI	Cabirülensar					Nahiye					Merkez	Şanlıurfa																																																													
SUMBAS	صومباس	Karaömerli						Bölge				Merkez	Kadirli	Adana	Kaza	~1996					Osmaniye																																																						
ŞUMNU	شمنو	Şumen					https://www.wikidata.org/wiki/Q181830	Sancak	1851					Silistre eyâleti	Vilâyet merkezi	1864					Tuna vilâyeti	Vilâyet merkezi	1877					Varna vilâyeti	Vilâyet	1908				Bulgaristan																																									
ŞUNFUKİ	شونفوکی							Eyâlet		kontluk				Macaristan																																																													
SUNGURLU	سنغورلی	Kalınsaz, Budak.zü, Aşiret-i Yeniil						Nahiye	1754			Merkez	Yozgat	Sivas eyâleti	Nahiye	1794			Çorum	Yozgat	Sivas eyâleti	Kaza	1866				Ankara	Bozok eyâleti	Kaza	1894			Çorum	Ankara vilâyeti	Kaza	1924				Çorum																																			
SÜNNE	سنه	Sulina, Tunaburgaz						Kaza	1864				Tulca	Tuna vilâyeti	Kasaba (iskele)	1913				Dobruca	Romanya																																																						
Sünür	سنور	ÇAYIRYOLU						Nahiye	1888			Bayburt	Erzurum	Erzurum vilâyeti	Köy				Merkez	Merkez	Bayburt																																																						
SUR	صور							Nahiye	1517				Safed	Arap vilâyeti	Kaza	1614				Sayda	Sayda eyâleti	Kaza	1902				Beyrut	Beyrut vilâyeti																																															
SÜRCÜ	سورجی							Nahiye				Akra	Musul	Irak																																																													
ŞURE	شوره							Nahiye		Pütürge’nin Doğanyol bucağı bölgesinde idi.		Kâhta	Gerger maa Kâhta	Rum eyâleti																																																													
ŞURE maa BUCAK	شوره مع بوجاق							Kaza	1846			Malatya	Harput	Harput eyâleti																																																													
SÜRGÜ	سورکی							Nahiye	1924				Akçadağ	Malatya	Nahiye	1946				Doğanşehir	Malatya																																																						
SÜRGÜCÜ	سورکيجی							Kaza	19. yy.				Mardin	Diyarbakır eyâleti	Nahiye	1924				Savur	Mardin																																																						
SURİYE	سوريه	Şam						Vilâyet	1865					Suriye vilâyeti	Ülke						Suriye																																																						
SÜRMELİ	سورمه لی							Kaza					Erivan	Rusya	Kaza					Erivan	Ermenistan																																																						
SÜRMENE	سورمنه							Nahiye	~1530			Merkez	Trabzon	Rum eyâleti	Kaza	1585				Trabzon	Trabzon eyâleti	Kaza	1868				Trabzon	Trabzon vilâyeti	Kaza	1924				Trabzon																																									
SÜRTAŞ	سورطاش							Nahiye	1879			Mamuretülhamid	Süleymaniye	Musul																																																													
SURUÇ	سروج	Cisr-i Suruç						Nahiye	1517				Birecik	Arap vilâyeti	Sancak	16. yy.					Rakka eyâleti	Kaza	1846				Rakka	Halep eyâleti	Kaza	1867			Urfa	Halep vilâyeti	Kaza	1824				Şanlıurfa																																			
SÜRÜÇEK	سروچک							Nahiye				Gülanber	Musul	Irak																																																													
SÜRÜÇEK maa KIZILCA	سروچک مع قزيلجه							Sancak	16. yy.					Şehrizor eyâleti	Kaza	1830				Süleymaniye	Bağdad maa Şehrizor eyâleti																																																						
SÜRÜS	سروس							Kaza					Trablusgarb	Libya																																																													
SUSA	سوسه						https://www.wikidata.org/wiki/Q180717	Şehir	1574				Kayrevan	Tunus eyâleti																																																													
ŞUŞA	شوشه							Başkent	1724-1814					Karabağ (Aran) hanlığı	Kaza					Gence	Azerbaycan																																																						
SUŞEHRİ	صوشهری	Andriyas						Nahiye	~1530			Merkez	Karahisar-ı Şarkî	Rum eyâleti	Kaza	1860				Karahisar-ı Şarkî	Trabzon eyâleti	Kaza	~1863				Karahisar-ı Şarkî	Sivas vilâyeti	Kaza	1924				Şebinkarahisar	Kaza	1934				Sivas																																			
SUSURLUK	صوصغيرلق	Fırt						Nahiye	1867			Merkez	Karesi	Hudavendigâr vilâyeti	Kaza	1926					Balıkesir																																																						
SUSUZ	صوسز							Nahiye	1926				Merkez	Kars	Kaza	1959					Kars																																																						
SUSUZ	صوسز							Nahiye merkezi				Boyalı	Araç	Kastamonu																																																													
SUSUZMÜSELLİM	صوسز مسلم							Nahiye					Hayrabolu	Tekirdağ																																																													
SÜTÇÜLER	سودجيلر	Cebel	Pavlı					Nahiye	1868			Eğirdir	Hamid	Konya vilâyeti	Nahiye	1924				Eğirdir	Isparta	Kaza	1938					Isparta																																															
SÜTLÜCE	سودليجه	Kâhmut	Tüllük					Köy				Pah	Mazgirt	Elâzığ	Nahiye	1865				Merkez	Tunceli																																																						
SUVARLI	صووارلی							Nahiye	1926				Besni	Gaziantep	Nahiye	1933				Besni	Malatya	Nahiye	1954				Besni	Adıyaman																																															
SÜVEYDA	سويده	Cebeli Dür.z						Kaza					Havran	Suriye vilâyeti																																																													
SÜVEYDİYE	سويديه							Nahiye	1517				Halep	Arap vilâyeti	Nahiye	1865			Antakya	Halep	Halep vilâyeti	Kaza merkezi	1939				Samandağı	Hatay																																															
SÜVEYŞ	سويش							Sancak	1686					Mısır eyâleti	Kaza	1876					Mısır eyâleti	Muhafızlık						Mısır hidiviyeti																																															
ŞUVİRUN	شويرون							Eyâlet		kontluk				Macaristan																																																													
SUYOLUKURASI	صويولی قراسی	Kemerburgaz						Kaza	1852				Kaza-yı Erbaa	Edirne eyâleti	Kaza	1870-78					Zabtiye Müşiriyeti	Nahiye		Suyolu lağvedilip Kemerburgaz nahiye olarak Eyüp ilçesine bağlıdır.			Küçükçekmece	Şehremâneti																																															
SUZEBOLU	سوزه بولی							Kasaba				Merkez	Bergos	Rumeli-i Şarkî	Kaza	1908				Burgaz	Bulgaristan																																																						
TA‘İZZ	تعز						https://www.wikidata.org/wiki/Q466216	Sancak	1545					Yemen eyâleti	Eyâlet merkezi	1560					Yemen eyâleti	Sancak	1873					Yemen eyâleti	Vilâyet	1899				Taizz vilâyeti																																									
Taban	طبان	TABANKÖY						Nahiye					Gönen	Balıkesir	Köy				Merkez	Yenice	Çanakkale																																																						
TABANLI	طبانلی	Aşiret-i Tabanlı						Kaza	1841				Ankara	Ankara eyâleti	Kaza	1849				Ankara	Bozok eyâleti	Nahiye		1912’de mevcut idi. Sonraları lağvedilmiş.		Bâlâ	Ankara	Ankara vilâyeti																																															
TABERİYE	طبريه							Nahiye	1517				Safed	Arap vilâyeti	Kaza	1660				Akka	Sayda eyâleti	Kaza	1865				Akka	Suriye vilâyeti	Kaza	1888			Akka	Beyrut vilâyeti																																									
TABİYE	طابيه							Nahiye	18. yy.			Sirt	Humus	Trablusgarb																																																													
TABRAKA	طبرقه							Kasaba						Tunus																																																													
TACURA	تاجوره							Nahiye				Merkez	Trablusgarb	Libya																																																													
TAFİLE	طفيله							Kaza	1865				Kerek	Suriye vilâyeti																																																													
TAFLAN	تفلان							Nahiye					Merkez	Samsun																																																													
Tahir	طاهر	ARGUVAN						Nahiye	1873			Keban	Mamûretülaziz	Mamûretülaziz	Nahiye	1924				Merkez	Malatya	Kaza	1954					Malatya																																															
TAHİR	طاهر							Nahiye	1938				Eleşkirt	Ağrı																																																													
TAHMASİYE	طهماسيه							Kaza	1851				Divaniye	Bağdad maa Şehrizor eyâleti																																																													
TAHRET	تاهرت	Tiaret						Kasaba					Vehran	Cezayir																																																													
TAHTA	طحطا							Kaza					Circa	Mısır																																																													
TAHTAKÖPRÜ	تخته کوپری							Nahiye					İnegöl	Bursa																																																													
TAHTATTARİK	تحت الطريق							Nahiye	~1530			İskilip	Çorum	Rum eyâleti	Kaza	~1590				Çorum	Rum eyâleti																																																						
TAHTATTARİK maa FEVKATTARİK	تحت الطريق مع فوق الطريق							Kaza	1847				Çorum-Amasya	Sivas eyâleti																																																													
TAİF	طائف						https://www.wikidata.org/wiki/Q182640	Kaza	1855				Mekke	Habeş eyâleti	Kasaba	1876			Mekke	Mekke	Hicaz vilâyeti	Şehir						S. Arabistan																																															
TAKA	طاقه	Kessale						Müdiriyet					Sudan-ı Mısrî	Mısır																																																													
Takmak	طاقماق	EŞME	Elvanyar					Kaza	1865				Manisa	Aydın vilâyeti	Kaza	1924					Manisa	Kaza	1953					Uşak																																															
TALANTİ	تالانتی							Kasaba		Ağrıboz adaları yakınında.				Yunanistan																																																													
TALAS	طلاس							Nahiye					Merkez	Kayseri	Kaza	~1990					Kayseri																																																						
TAMAN	طمان	Halbinsel Taman				Yarımada. Kafkasya’nın batı uzantısına verilen ad. Azak denizine açılan boğaza da aynı ad verilir.		Sancak	17. yy.					Kefe eyâleti																																																													
TAMRAŞ	طمراش							Nahiye	1867			Rupçoz	Drama	Selânik vilâyeti																																																													
TAMZARA	تمزره							Nahiye	1865			Merkez	Karahisar-ı Şarkî	Sivas vilâyeti	Mahalle					İlçe merkezi	Şebinkarahisar																																																						
TANIR	طانور							Köy				Afşin	Elbistan	Maraş	Nahiye					Afşin	Kahramanmaraş																																																						
TANTA	طنطه						https://www.wikidata.org/wiki/Q271771	Müdiriyet merkezi					Garbiya	Mısır hidiviyeti																																																													
TANTURA	طانطوره							Köy		Finikeliler ve Romalılar tarafından tahrip edilmiş tarihî bir şehir.		Yafa	Kudüs	Filistin																																																													
TANYERİ	طان يری	Selepür						Nahiye	1865			Merkez	Erzincan	Erzurum vilâyeti	Nahiye	1924				Merkez	Erzincan	Nahiye	~1990				Üzümlü	Erzincan																																															
Tanzi	طانزی	KAVAKÖZÜ						Köy		Tarihi bir k.ydür. Hz. Ömer zamanında fethinden önce burası bir hük.met merkezi imiş.		Bağgöze	Eruh	Siirt																																																													
TAPAN	طپان	Kırıkuşağı						Nahiye		Lağvedildi. Köyleri merkez bucağına bağlandı.			Feke	Adana																																																													
TARAKLI	طراقلی							Nahiye	1878				Geyve	İzmit sancağı	Nahiye	1924				Geyve	Kocaeli	Nahiye	1854				Geyve	Sakarya	Kaza	~1990				Sakarya																																									
Taraklıborlu	طراقلی بورلی	Borlu	Zağferanbolu	SAFRANBOLU				Kaza	~1530				Bolu	Anadolu eyâleti	Kaza	1841				Viranşehir	Kastamonu eyâleti	Kaza	1865				Kastamonu	Kastamonu vilâyeti	Kaza	1924				Zonguldak	Kaza	1995				Karabük																																			
TARAKSU	طراقسو	Gölyurt						Nahiye	1875			Pütürge	Mamûretülaziz	Mamûretülaziz vilâyeti	Nahiye	1924				Pütürge	Malatya	Nahiye	1954				Gerger	Adıyaman																																															
TARALAT	ترالات							Sancak	1578					Çıldır eyâleti																																																													
TARAN	تاران							Ada		Kızıldenizde Akabe körfezi girişinde.				S. Arabistan																																																													
TARATUR maa SÜRÜCEK	طراتور مع سروجک							Kaza	1855				Süleymaniye	Bağdad maa Şehrizor eyâleti																																																													
TARHALA	ترحاله							Kaza	~1530				Hudavendigâr	Anadolu eyâleti																																																													
Tarhala	ترحاله	DARKALE	Altınlı					Köy				Merkez	Soma	Manisa																																																													
TARHALA maa SOMA	ترحاله مع صوما							Kaza	1847				Karesi	Hudavendigâr eyâleti																																																													
TARHANYAT	ترخانيات							Nahiye		Tarhanyat’ın Ahihızır, Bazarbaşı, Camiikebir, Menemenli ve Nasrullah mahalleri şimdi Menemen ilçe merkezinde birer mahalledir.		Menemen	Saruhan	Anadolu eyâleti																																																													
TARHÛ	تارخو	Semender						Kasaba		Bender’in kuzeyinde ve Kalmuk hanlarının merkezi idi.			Dağıstan	Kafkasya																																																													
TARHÛNE	تارخونه							Kaza				Trablusgarb	Trablusgarb	Libya																																																													
Tarîk-ı Horasan	طريق خراسان	HORASAN	Bakuba					Sancak	1779					Bağdad maa Şehrizor eyâleti	Kaza	1867				Bağdad	Bağdad vilâyeti																																																						
TARİM	تاريم	Terim						Kasaba						Hadramut																																																													
TARKO	تارقو	Dargo						Hanlık					Dağıstan	Rusya																																																													
TARNOPOL	تارنوپول							Sancak					Galiçya	Avusturya-Macaristan																																																													
TARNOW	تارنوف							Kaza					Galiçya	Avusturya-Macaristan	Kaza					Galiçya	Polonya																																																						
TARRÂNE	طرانه							Sancak	1520					Mısır eyâleti	Kaza	1590-1591				Buhayra	Mısır eyâleti	Sancak	1744					Mısır eyâleti																																															
TARSUS	طرسوس							Sancak	1517					Arap vilâyeti	Sancak	1571					Kıbrıs eyâleti	Sancak	1608					Adana eyâleti	Sancak	1732				Kıbrıs eyâleti	Sancak	1865				Halep vilâyeti	Sancak	1866			Adana vilâyeti	Kaza	1890		Mersin	Adana vilâyeti	Kaza	1933			İçel	Kaza	2005			Mersin															
TARTUS	طرطوس							Nahiye	1517				Trablus	Arap vilâyeti	Kaza	1847				Trablusşam	Sayda eyâleti	Kaza	1888				Trablusşam	Beyrut vilâyeti																																															
Taşâbâd	طاش آباد	TAŞOVA	Yemişenbükü					Nahiye	~1530			Sonisa	Sonisa-Niksar	Rum eyâleti	Nahiye	1865			Erbaa	Tokat	Sivas vilâyeti	Kaza	1944					Tokat	Kaza	1953				Amasya																																									
TAŞAĞIL	طاش آغيل							Nahiye	1915				Manavgat	Antalya																																																													
TAŞAĞIL	طاش آغيل							Nahiye merkezi				Karacaoğlan	Babaeski	Kırklareli																																																													
TAŞBURUN	طاش برون	Cennetâbâd						Nahiye					Iğdır	Kars	Nahiye	1995				Karakoyunlu	Iğdır																																																						
TAŞÇI	طاشجی							Nahiye merkezi				Bakırdağı	Develi	Kayseri																																																													
TAŞDELEN	طاش دلن	Mutmur						Nahiye	1877			Arapkir	Mamûretülaziz	Mamûretülaziz vilâyeti	Nahiye	1924				Arapkir	Malatya																																																						
TAŞİL	طاش ايل					Kâhta’nın Akıncılar ve Narince bucağı bölgesinde.		Nahiye	~1530			Gerger	Gerger-Kâhta	Rum eyâleti																																																													
TAŞİLİ	طاش ايلی							Nahiye	~1530			Edincik	Hudavendigâr	Anadolu eyâleti																																																													
TAŞİR	طاشير							Sancak	~1600					Çıldır eyâleti																																																													
TAŞKENT	طاش کند	Pirluganda						Nahiye					Hadım	Konya	Kaza	~1990					Konya																																																						
TAŞKESEN	طاش کسان							Nahiye					Hınıs	Erzurum	Köy				Merkez	Tekman	Erzurum																																																						
TAŞKÖPRÜ	طاش کوپری							Kaza	1841				Kastamonu	Anadolu eyâleti	Kaza	1865				Kastamonu	Kastamonu vilâyeti	Kaza	1924					Kastamonu																																															
TAŞKÖPRÜ	طاش کوپری							Köy				Merkez	Merkez	Eskişehir	Nahiye merkezi				Hekimdağ	Merkez	Eskişehir																																																						
TAŞKÖPRÜ	طاش کوپری	Karayakuplu						Nahiye		Lağvedilmiş.			Gebze	Kocaeli																																																													
TAŞLI	طاشلی							Nahiye	1865			Sultanyeri	Gümülcine	Edirne vilâyeti	Nahiye	1919			Sultanyeri	Gümülcine	Yunanistan																																																						
TAŞLICA	طاشليجه	Pljevlja						Sancak	1866					Bosna vilâyeti	Sancak	1880					Kosova vilâyeti	Sancak	1913					Sırbistan	Sancak				Karadağ C.	Yugoslavya																																									
TAŞLIÇAY	طاشلی چای							Nahiye	1925				Diyadin	Bayazıt	Nahiye	1938				Diyadin	Ağrı	Kaza	1954					Ağrı																																															
TAŞOVA	طاش اووه	Taşâbâd	Yemişenbükü					Nahiye	~1530			Sonisa	Sonisa-Niksar	Rum eyâleti	Nahiye	1865			Erbaa	Tokat	Sivas vilâyeti	Kaza	1944					Tokat	Kaza	1953				Amasya																																									
TAŞOZ	طاشوز	Thasos	Volgaro					Sancak	1555					Cezayir-i Bahr-i Sefid eyâleti	Sancak	1902					Selânik vilâyeti	Sancak	1913					Yunanistan																																															
TAŞPINAR	طاش پيکار							Nahiye					Aksaray	Niğde	Nahiye	1989				Merkez	Aksaray																																																						
Taşrumi	طاش رومی	DORUTAY						Nahiye					Saray	Van	Nahiye	1848				Özalp	Van																																																						
TAŞUCU	طاش اوجی							Nahiye					Silifke	İçel																																																													
TATARBAZARCIĞI	تاتاربازارجغی	Pazarzdzhık						Sancak	1878					Rumeli-i Şarkî vilâyeti	Vilâyet	1908					Bulgaristan																																																						
TATARLAR	تاتارلر							Nahiye					Merkez	Edirne	Köy				Süloğlu	Merkez	Edirne																																																						
TATİLİ	طات ايلی							Sancak	17. yy.					Kefe eyâleti																																																													
TATVAN	تاتوان	Tuğ						Nahiye	1918				Merkez	Bitlis	Kaza	1936					Bitlis																																																						
TAVAS	طواس	Yarangüme						Kaza	~1530				Menteşe	Anadolu eyâleti	Kaza	1841				Menteşe	Aydın eyâleti	Kaza	1883				Denizli	Aydın vilâyeti	Kaza	1924				Denizli																																									
Tavginer	طاوکينر	KORUYOLU						Nahiye	1865			Kemah	Erzincan	Erzurum vilâyeti	Köy				Alpköy	Kemah	Erzincan																																																						
TAVİLA	طويله							Sancak	17. yy.					Yemen eyâleti	Kaza merkezi				Kevkeban	Sana	Yemen eyâleti																																																						
TAVŞANADASI	طوشان آطه سی							Ada		Çanakkale girişinde.				Çanakkale																																																													
TAVŞANLI	طوشانلی							Kaza	~1530				Kütahya	Anadolu eyâleti	Nahiye	1842			Merkez	Kütahya	Hudavendigâr eyâleti	Kaza	1924					Kütahya																																															
TAVŞANLI	طوشانلی							Nahiye	1865			Hafik	Sivas	Sivas vilâyeti	Köy				Merkez	Hafik	Sivas																																																						
TAVTOVA	طاوطوه							Kaza	1878				Boğdan	Romanya																																																													
TAVUS	طاوس							Kaza	17. yy.				Diyarbakır	Diyarbakır eyâleti																																																													
Tavusker	طاوسکر	ÇATAKSU						Sancak	18. yy.					Çıldır eyâleti	Kaza	~1830				Erzurum	Erzurum eyâleti	Nahiye merkezi	1865		Olur	Oltu	Erzurum	Erzurum vilâyeti	Köy		Tavusker bölgesinde “Olur” nahiyesi kuruldu ve 1958’de kaza oldu.	Merkez	Olur	Erzurum																																									
TAYBE	طيبه							Nahiye	1865			Vadilacem	Şam	Suriye vilâyeti																																																													
Tayfur	طيفور	TAYFURKÖY						Nahiye	1865			Merkez	Gelibolu	Edirne vilâyeti	Köy				Merkez	Gelibolu	Çanakkale																																																						
TAYGAN	طيغان	Tagonrog						Liman şehri					Kırım	Rusya	Liman şehri					Kırım	Ukrayna																																																						
TAYYÂRÎ-İ ULYÂ ve SÜFLÂ	طيارئ عليا وَ سفلی							Kaza	~1855				Hakkâri	Van eyâleti																																																													
TEBAHA	تباها							Nahiye	1874			Birüssebi	Kudüs	Filistin																																																													
TEBALE	تباله							Kasaba					Tihame	Yemen																																																													
TEBE	تبه					M.Ö. Mısır ve Finike’den gelen göçmenlerle kurulmuş. İhtimale göre Mısır’ın Tebe şehrinin adı buraya verilmiş. Bu adda Tesalya ve Filistin’de birkaç kü.ük kasaba daha vardır.		Kaza						Atika-Biyotiye eyâleti	Kaza						Yunanistan																																																						
TEBGANİ	تبغانی							Kasaba					Hora	Sisam emâreti																																																													
TEBRİZ	تبريز						https://www.wikidata.org/wiki/Q80053	Eyâlet	1585					Azerbaycan eyâleti	Eyâlet	1603					İran yönetimi	Eyâlet merkezi					Azerbaycan	İran																																															
TEBÜK	تبوک							Nahiye	1893			Ma‘an	Kerek	Suriye vilâyeti																																																													
TECİRLİ	تاجرلو	Cevdetiye, Degirmenocağı						Kaza	1846				Üzeyir	Adana eyâleti	Nahiye	1866			Bulanık	Maraş	Halep vilâyeti	Nahiye	1890			Osmaniye	Cebelibereket	Adana	Nahiye	1924			Osmaniye	Cebelibereket	Nahiye	1833			Osmaniye	Adana	Nahiye	1996		Merkez	Osmaniye																														
TEDMÜR	تدمر	Palmir						Nahiye	1882					Deyr-i Zor sancağı																																																													
TEDMÜR	تدمر							Sancak	16. yy.					Şam eyâleti																																																													
TEDMÜR maa HUMUS	تدمرمع حمص							Kaza	18. yy.				Humus	Şam eyâleti																																																													
Tefen	تفن	Tefenpazarı	GÖKÇEBEY					Kaza	1841				Viranşehir	Kastamonu eyâleti	Nahiye	1924				Devrek	Zonguldak																																																						
TEFENNİ	تفنی							Kaza	1866				Burdur	Konya vilâyeti	Kaza	1924					Burdur																																																						
TEKE	تکه	Elmalı, Antalya						Sancak	~1530					Anadolu eyâleti	Sancak						Kaptanpaşa eyâleti	Sancak	1846					Karaman eyâleti	Sancak	1865				Konya vilâyeti	Müstakil sancak	1914				Teke sancağı	Vilâyet	1924			Antalya																														
TEKE	تکه	Tekeköy						Nahiye merkezi				Değirmençayırı	Şile	İstanbul	Nahiye					Şile	İstanbul																																																						
TEKİRDAĞ	تکيرطاغ	Tekfurdağı	Rodosçuk	Rodosto				Kaza	17. yy.				Gelibolu	Rumeli eyâleti	Kaza	1812				Vize	Silistre eyâleti	Sancak	1846					Edirne eyâleti	Sancak	1865				Edirne vilâyeti	Vilâyet	1924				Tekirdağ																																			
TEKKE	تکه	Tekkeköy				1328 salnamesinde “Pelitlitekke”		Nahiye					Erbaa	Tokat	Nahiye	1953				Taşova	Amasya																																																						
TEKKEKÖY	تکه کوی							Kasaba				Merkez	Merkez	Samsun	Kaza	~1990					Samsun																																																						
TEKKİRAZ	تک کراز							Nahiye					Ünye	Ordu																																																													
TEKMAN	تکمان							Nahiye	1924				Hınıs	Erzurum	Kaza	1946					Erzurum																																																						
TEKMAN	تکمان							Nahiye	~1530			Soğik	Bayburt	Rum eyâleti																																																													
TEKMAN maa HINIS	تکمان مع خنس							Kaza	1855				Muş	Erzurum eyâleti																																																													
TEKYE	تکيه							Nahiye	1865			Sultanyeri	Gümülcine	Edirne vilâyeti	Nahiye	1919			Sultanyeri	Gümülcine	Yunanistan																																																						
TEL	تل	Dernek						Köy				Merkez	Lice	Diyarbakır																																																													
TEL EL-KÂDİ	تل القاضی							Antik şehir					Banyas	Suriye vilâyeti																																																													
TEL‘AFER	تلعفر							Kaza	1855				Musul	Van eyâleti	Nahiye	1879			Sincar	Musul	Musul vilâyeti																																																						
Telin	تلين	SUÇATI						Nahiye	1865			Gürün	Sivas	Sivas vilâyeti	Kasaba				Merkez	Gürün	Sivas																																																						
TELKALAH	تل کلخ							Kaza merkezi	1888			Hısnülekrad	Trablusşam	Beyrut	Kaza merkezi					Hısnülekrad	Suriye																																																						
TELMESAN	تلمسان							Kasaba					Vehran	Cezayir																																																													
TELSİME maa LİCE	تلسيمه مع ليجه							Kaza	17. yy.				Diyarbakır	Diyarbakır eyâleti																																																													
TEMEDMADİYE	تمدماديه							Nahiye	1865			Salat	Kerek	Suriye vilâyeti																																																													
TEMELLİ	تمللی							Nahiye	1926				Polatlı	Ankara																																																													
