Placename@tr	Lead entry?	ottgaz_id	Placename@ota	Placename_2@tr	Placename_2@ota	Placename_3@tr	Placename_3@ota	Placename_4@tr	Placename_5@tr	Placename_notes@tr	Place_type	Ott_or_not	Wikidata_url	Sequence	Unit	StartDate	StartPeriod	EndDate	UnitNotes	belongsTo4	belongsTo3	belongsTo2	belongsTo1	belongsTo1_code
Ahmet Saray	y	10026	احمدسرای								http://www.geonames.org/ontology#P.PPLG			1	Nahiye	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	 	 	 	Lâdik	Amasya	Sivas vilâyeti	166
														2	Köy	 	 	 	 	 	Merkez	Lâdik	Samsun	 
Ahmetbey	y	10027	احمد بک								http://www.geonames.org/ontology#P.PPLG			1	Nahiye	 	 	 	 	 	Lüleburgaz	Kırkkilise	Edirne vilâyeti	122
														2	Kasaba	 	 	 	 	 	Büyükkarıştıran	Lüleburgaz	Kırklareli	 
Ahmetler	y	10028	احمدلر								http://www.geonames.org/ontology#P.PPLG			1	Nahiye merkezi	 	 	 	 	 	Kozcağız	Bartın	Zonguldak	 
Ahmetli̇	y	15289	احمدلی								http://www.geonames.org/ontology#A.ADMD	Republic of Turkey		1	Nahiye	 	 	~1990	 	 	 	Turgutlu	Manisa	 
														2	Kaza	~1990	Turkish Republic	 	Eski “Ilıca-i Saruhan” kazası bölgesinde kuruldu.)	 	 	 	Manisa	 
Ahmetli̇	y	5032	احمدلی	Güran		Pirahmet					http://www.geonames.org/ontology#A.ADMD			1	Nahiye	 	 	 	 	 	 	Ergani	Diyarbakır	 
Ahsa	y	354	احسا	Necd-i Şarkî		El-Hufûf					http://www.geonames.org/ontology#A.ADMD			1	Eyâlet	 	 	1871	 	 	 	 	Ahsa eyâleti	 
														2	Sancak	1871	http://n2t.net/ark:/99152/p0pf2qbtdts	1874	 	 	 	 	Bağdad vilâyeti	 
														3	Sancak	1874	http://n2t.net/ark:/99152/p0pf2qbtdts	1875	 	 	 	 	Necd vilâyeti	 
														4	Sancak	1875	http://n2t.net/ark:/99152/p0pf2qbtdts	1880	 	 	 	 	Basra vilâyeti	 
														5	Sancak	1880	http://n2t.net/ark:/99152/p0pf2qbx98x	1884	 	 	 	 	Bağdad vilâyeti	 
														6	Sancak	1884	http://n2t.net/ark:/99152/p0pf2qbx98x	 	 	 	 	 	Basra vilâyeti	 
Ahsendere	y	5033	احسن دره								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	 	 	 	Elbistan’ın güneybatısında ve Kabaktepe köyü civarında idi.	 	Maraş	Maraş	Zülkadriye eyâleti	183
Ahtamar	y	7791	آختمار											1	Ada	 	 	 	Ermeni ruhanî merkezlerinden biri olan Ahtamar manastırı bu adada	 	 	 	Van gölü	 
Ahtopol	y	5034	آخته پولی	Agoto-Polis		Vasiliko					http://www.geonames.org/ontology#A.ADMD			1	Kaza	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	1913	 	 	 	Kırkkilise	Edirne	 
														2	Kaza	1913	http://n2t.net/ark:/99152/p0pf2qb3rtq	 	 	 	 	Burgaz	Bulgaristan	 
Ahyolu	y	5035	آخيولی	Poromorie							http://www.geonames.org/ontology#A.ADMD			1	Kaza	 	 	 	 	 	 	Burgaz	Bulgaristan	 
Ahyolu Burgazı	n	1011	آخيولی بورغازی	BURGAZ							http://www.geonames.org/ontology#A.ADMD			1	Sancak	1878	http://n2t.net/ark:/99152/p0pf2qbx98x	1908	 	 	 	 	Rumeli-i Şarkî vilâyeti	156
														2	Sancak	1908	http://n2t.net/ark:/99152/p0pf2qbx98x	 	 	 	 	 	Bulgaristan	 
Akâbâd	n	5036	آق آباد	AKÇAOVA							http://www.geonames.org/ontology#A.ADMD			1	Kaza	~1845	http://n2t.net/ark:/99152/p0pf2qb8jmh	1878	 	 	 	Kocaeli	Hudavendigâr eyâleti	133
														2	Nahiye	1878	http://n2t.net/ark:/99152/p0pf2qbx98x	1924	 	 	Kandıra	İzmit	Şehremâneti	 
														3	Nahiye	1924	Turkish Republic	 	 	 	 	Kandıra	Kocaeli	 
Akabe	y	5037	عقبه	Kal‘atü‘l-Akabe		Akabetü‘l-Eyle					http://www.geonames.org/ontology#A.ADMD			1	Nahiye	 	 	~1910	 	 	El-Vech	Medine	Hicaz vilâyeti	132
														2	Kaza	~1910	http://n2t.net/ark:/99152/p0pf2qb3rtq	 	 	 	 	 	Hicaz vilâyeti	 
														3	Kaza	 	 	 	Kızıldeniz kenarında antik “Eyle” kentine giriş boğazında olduğu için “Akabe-i Eyle” denildi sonra yalnız “Akabe” s.zü kullanıldı.	 	 	 	Ürdün	 
Akarsu	y	5038	آقارصو	Alakilise	آلاکليسا						http://www.geonames.org/ontology#A.ADMD			1	Nahiye	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	1924	 	 	Refahiye	Erzincan	Erzurum vilâyeti	125
														2	Nahiye	1924	Turkish Republic	 	 	 	 	Refahiye	Erzincan	 
Akarsu	y	5039	آقارصو	İstilil							http://www.geonames.org/ontology#A.ADMD			1	Nahiye	 	 	 	 	 	 	Nusaybin	Mardin	 
Akçaâbâd	y	10029	آقچه آباد	Polathane							http://www.geonames.org/ontology#P.PPLG			1	Nahiye	 	 	 	 	 	Merkez	Trabzon	Rum eyâleti	155
														2	Kaza	 	 	1924	 	 	 	Trabzon	Trabzon eyâleti	 
														3	Kaza	1924	Turkish Republic	 	 	 	 	 	Trabzon	 
Akçadağ	y	10030	آقچه طاغ	Arga							http://www.geonames.org/ontology#P.PPLG			1	Nahiye	 	 	1834	 	 	Merkez	Malatya	Mamûretülaziz	 
														2	Kaza	1834	http://n2t.net/ark:/99152/p0pf2qbzg6v	1855	 	 	 	 	Harput eyâleti	 
														3	Kaza	1855	http://n2t.net/ark:/99152/p0pf2qb8jmh	1877	 	 	 	 	Diyarbakır eyâleti	 
														4	Kaza	1877	http://n2t.net/ark:/99152/p0pf2qbx98x	1924	 	 	 	 	Mamûretülaziz vilâyeti	 
														5	Kaza	1924	Turkish Republic	 	 	 	 	 	Malatya	 
Akçahi̇sar	y	5041	آقچه حصار	Krupa							http://www.geonames.org/ontology#A.ADMD			1	Kaza	1881	http://n2t.net/ark:/99152/p0pf2qbx98x	 	 	 	 	İşkodra	İşkodra vilâyeti	135
														2	Kaza	 	 	 	 	 	 	Dıraç	İşkodra vilâyeti	 
Akçahi̇sar	y	5042	آقچه حصار								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	 	 	 	Şimdiki yeri tesbit edilemedi. Manavgat’ın “Hisar” mahallesi var.	 	Manavgat	Alâiye	Anadolu eyâleti	101
Akçakale	y	1012	آقچه قلعه								http://www.geonames.org/ontology#P.PPLG			1	Sancak	1520	http://n2t.net/ark:/99152/p0pf2qb689b	 	 	 	 	 	Diyarbakır eyâleti	121
														2	Köy	 	 	 	 	 	Merkez	Ergani	Diyarbakır	 
Akçakale	y	5043	آقچه قلعه								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	 	 	 	 	 	 	Hısn-ı keyf ve Siird	Diyarbakır	 
Akçakale	y	7792	آقچه قلعه							Harran bölgesinde kuruldu. Harran da nahiye olarak bu kazaya bağlandı.				1	Köy	 	 	1946	 	 	Merkez	Harran	Urfa	 
														2	Kaza	1946	Turkish Republic	 	 	 	 	 	Şanlıurfa	 
Akçakent	y	15290	آقچه کند								http://www.geonames.org/ontology#A.ADMD	Republic of Turkey		1	Nahiye	 	 	~1990	 	 	 	Çiçekdağı	Kırşehir	 
														2	Kaza	~1990	Turkish Republic	 	 	 	 	 	Kırşehir	 
Akçakışla	y	5044	آقچه قشله	Ağcakışla							http://www.geonames.org/ontology#A.ADMD			1	Nahiye	 	 	 	 	 	 	Şarkışla	Sivas	 
Akçakoca	y	5045	آقچه قوجه	Akçaşehir							http://www.geonames.org/ontology#A.ADMD			1	Nahiye	1870	http://n2t.net/ark:/99152/p0pf2qbtdts	1933	 	 	 	Düzce	Bolu	 
														2	Kaza	1934	Turkish Republic	1999	 	 	 	 	Bolu	 
														3	Kaza	1999	Turkish Republic	 	 	 	 	 	Düzce	 
Akçakoyunlu	y	10031	آقچه قويونلی	Haral							http://www.geonames.org/ontology#P.PPLG			1	Nahiye	 	 	 	 	 	Ayıntab	Halep	Halep vilâyeti	129
														2	Köy	 	 	 	 	 	Doğanpınar	Oğuzeli	Gaziantep	 
Akçan	y	10032	آقچان	Mercimekkale		Sakavî					http://www.geonames.org/ontology#P.PPLG			1	Nahiye	 	 	1924	 	 	Merkez	Muş	Bitlis	 
														2	Nahiye	1924	Turkish Republic	 	 	 	 	Merkez	Muş	 
Akçaova	y	5046	آقچه اووه	Akçaâbâd	آقچه آباد						http://www.geonames.org/ontology#A.ADMD			1	Nahiye	~1530	http://n2t.net/ark:/99152/p0pf2qb689b	1924	 	 	Ayasuluğ	Aydın	Anadolu eyâleti	101
														2	Nahiye	1924	Turkish Republic	 	 	 	 	Çine	Aydın	 
Akçapınar	y	5048	آقچه پيگار	Vaskovan							http://www.geonames.org/ontology#A.ADMD			1	Nahiye	1777	http://n2t.net/ark:/99152/p0pf2qbv3ff	1926	 	 	Çemişgezek	Dersim	Mamûretülaziz	 
														2	Nahiye	1926	Turkish Republic	1935	 	 	 	Çemişgezek	Elâzığ	 
														3	Nahiye	1935	Turkish Republic	 	 	 	 	Çemişgezek	Tunceli	 
Akçaşehir	n	501	آقچه شهر	SÖKE	سوکه						http://www.geonames.org/ontology#P.PPLG		https://www.wikidata.org/wiki/Q1012854	1	Sancak merkezi	17. yy.	http://n2t.net/ark:/99152/p0pf2qbk5vq	1841	 	 	 	Sığla	Kaptanpaşa eyâleti	137
														2	Kaza	1841	http://n2t.net/ark:/99152/p0pf2qb8jmh	1867	 	 	 	Sığla	Aydın eyâleti	 
														3	Kaza	1867	http://n2t.net/ark:/99152/p0pf2qbtdts	1924	another version gives year as 1868, belonging to Aydın	 	 	Sığla	Aydın vilâyeti	 
														4	Kaza	1924	Turkish Republic	 	 	 	 	 	Aydın	 
Akçaşehir	n	5049	آقچه شهر	AKÇAKOCA							http://www.geonames.org/ontology#A.ADMD			1	Kaza	1841	http://n2t.net/ark:/99152/p0pf2qb8jmh	1865	 	 	 	Bolu	Kastamonu eyâleti	141
														2	Nahiye	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	1933	 	 	Düzce	Bolu	Kastamonu vilâyeti	 
														3	Nahiye	1933	Turkish Republic	1934	 	 	 	Düzce	Bolu	 
														4	Kaza	1934	Turkish Republic	1999	 	 	 	 	Bolu	 
														5	Kaza	1999	Turkish Republic	 	 	 	 	 	Düzce	 
Akçaşehi̇r	y	10033	آقچه شهر								http://www.geonames.org/ontology#P.PPLG			1	Kasaba	 	 	 	 	 	Merkez	Karaman	Konya	 
														2	Kasaba	 	 	 	Eyâlet döneminde Eskiil ve Hatinderbendi ile ü.ü bir kaza oluşturmuştur.	 	 	Merkez	Karaman	 
Akçasır	y	5050	آقچه سير	Aygün							http://www.geonames.org/ontology#A.ADMD			1	Nahiye	 	 	 	 	 	 	Kulp	Diyarbakır	 
Akçay	y	15291	آقچای	Kaşçiftliği							http://www.geonames.org/ontology#A.ADMD	Republic of Turkey		1	Nahiye	1958	Turkish Republic	 	 	 	 	Elmalı	Antalya	 
Akçay	y	7793	آقچای											1	Köy	 	 	 	 	 	Merkez	Terme	Samsun	 
Akçay Maa Terme	y	5051	آقچای مع ترمه								http://www.geonames.org/ontology#A.ADMD			1	Kaza	1585	http://n2t.net/ark:/99152/p0pf2qbb9h8	 	 	 	 	Canik	Trabzon eyâleti	171
Akdağ	y	10034	آقطاغ	Zana=Çiğdemlik							http://www.geonames.org/ontology#P.PPLG			1	Nahiye	 	 	1924	 	 	Merkez	Amasya	Rum eyâleti	155
														2	Nahiye	1924	Turkish Republic	 	 	 	 	Merkez	Amasya	 
Akdağ	n	5052	آقطاغ	Çayırşeyhi		ÇAYIRALAN					http://www.geonames.org/ontology#A.ADMD			1	Nahiye	16. yy.	http://n2t.net/ark:/99152/p0pf2qb689b	1872	 	 	Bozok	Bozok	Zülkadriye eyâleti	183
														2	Nahiye	1872	http://n2t.net/ark:/99152/p0pf2qbtdts	1924	 	 	Boğazlıyan	Yozgat	Ankara vilâyeti	 
														3	Nahiye	1924	Turkish Republic	1948	 	 	 	Boğazlıyan	Yozgat	 
														4	Kaza	1948	Turkish Republic	 	 	 	 	 	Yozgat	 
Akdağmadeni̇	y	5053	آقطاغ معدنی								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	1830	http://n2t.net/ark:/99152/p0pf2qbzg6v	1860	 	 	 	Bozok	Sivas eyâleti	166
														2	Kaza	1860	http://n2t.net/ark:/99152/p0pf2qb8jmh	1872	 	 	 	Bozok	Bozok eyâleti	 
														3	Kaza	1872	http://n2t.net/ark:/99152/p0pf2qbtdts	1924	 	 	 	Yozgat	Ankara vilâyeti	 
														4	Kaza	1924	Turkish Republic	 	 	 	 	 	Yozgat	 
Akdemi̇r Şavak	y	5054	آقدمير	Abşeker							http://www.geonames.org/ontology#A.ADMD			1	Nahiye	1877	http://n2t.net/ark:/99152/p0pf2qbx98x	1924	 	 	Pertek	Dersim	Mamûretülaziz vilâyeti	147
														2	Nahiye	1924	Turkish Republic	1935	 	 	 	Pertek	Elâzığ	 
														3	Nahiye	1935	Turkish Republic	 	 	 	 	Pertek	Tunceli	 
Akfas	y	7794	اقفاص											1	Kasaba	 	 	 	 	 	 	 	Mısır eyâleti	149
Akgevir	n	10035	آقگوير	AKSU							http://www.geonames.org/ontology#P.PPLG			1	Nahiye	 	 	 	 	 	Merkez	Diyarbakır	Diyarbakır	 
														2	Köy	 	 	 	 	 	Merkez	Mazıdağı	Mardin	 
Akhisar	n	5055	آقحصار	PAMUKOVA							http://www.geonames.org/ontology#A.ADMD			1	Kaza	 	 	1878	 	 	 	Hudavendigâr	Anadolu eyâleti	101
														2	Nahiye	1878	http://n2t.net/ark:/99152/p0pf2qbx98x	1954	 	 	Geyve	İzmit	Şehremâneti	 
														3	Nahiye	1954	Turkish Republic	~1990	 	 	 	Geyve	Sakarya	 
														4	Kaza	~1990	Turkish Republic	 	 	 	 	 	Sakarya	 
Akhi̇sar	y	5056	آقحصار								http://www.geonames.org/ontology#A.ADMD			1	Kaza	 	 	1841	 	 	 	Saruhan	Anadolu eyâleti	101
														2	Kaza	1841	http://n2t.net/ark:/99152/p0pf2qb8jmh	1924	 	 	 	Saruhan	Aydın eyâleti	 
														3	Kaza	1924	Turkish Republic	 	 	 	 	 	Manisa	 
Akhi̇sar	y	5057	آقحصار	Bogovina		İskovile=Vakıf					http://www.geonames.org/ontology#A.ADMD			1	Kaza	1866	http://n2t.net/ark:/99152/p0pf2qbtdts	 	 	 	 	Travnik	Bosna vilâyeti	113
Akıncı	y	15005	آقنجی	Kasır							http://www.geonames.org/ontology#P.PPLG	Republic of Turkey		1	Nahiye	 	 	 	 	 	 	Merkez	Mardin	 
Akıncılar	y	15292	آقنجيلر	Ezbider		Ezbider-i Bâlâ					http://www.geonames.org/ontology#A.ADMD	Republic of Turkey		1	Nahiye	1924	Turkish Republic	1933	 	 	Suşehri	Karahisar-ı Şarkî	Sivas	 
														2	Nahiye	1933	Turkish Republic	~1990	 	 	 	Suşehri	Sivas	 
														3	Kaza	~1990	Turkish Republic	 	 	 	 	 	Sivas	 
Akıncılar	y	5058	آقنجيلر	Tokaris	توقارس						http://www.geonames.org/ontology#A.ADMD			1	Nahiye	1877	http://n2t.net/ark:/99152/p0pf2qbx98x	1924	 	 	Kâhta	Malatya	Mamûretülaziz vilâyeti	147
														2	Nahiye	1924	Turkish Republic	1954	 	 	 	Kâhta	Malatya	 
														3	Nahiye	1954	Turkish Republic	 	 	 	 	Kâhta	Adıyaman	 
Akıncılar	n	5059	آقنجيلر	SELÇUK							http://www.geonames.org/ontology#A.ADMD			1	Nahiye	 	 	1957	 	 	 	Kuşadası	İzmir	 
														2	Kaza	1957	Turkish Republic	 	Bir müddet “Akıncılar” adıyla anılan Selçuk, 1957’de yine “Selçuk” adıyla kaza oldu.)	 	 	 	İzmir	 
Akka	y	1578	عکا								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	1517	http://n2t.net/ark:/99152/p0pf2qbznht	1520	 	 	 	Safed	Arap vilâyeti	103
														2	Sancak	1520	http://n2t.net/ark:/99152/p0pf2qb689b	1660	 	 	 	 	Şam eyâleti	 
														3	Sancak	1660	http://n2t.net/ark:/99152/p0pf2qbk5vq	1865	 	 	 	 	Sayda eyâleti	 
														4	Sancak	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	1888	 	 	 	 	Suriye vilâyeti	 
														5	Sancak	1888	http://n2t.net/ark:/99152/p0pf2qbx98x	 	 	 	 	 	Beyrut vilâyeti	 
Akkar	y	5060	آکار								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	1517	http://n2t.net/ark:/99152/p0pf2qbznht	1847	 	 	 	Trablus	Arap vilâyeti	103
														2	Kaza	1847	http://n2t.net/ark:/99152/p0pf2qb8jmh	1865	 	 	 	Trablusşam	Sayda eyâleti	 
														3	Kaza	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	1888	 	 	 	 	Suriye vilâyeti	 
														4	Kaza	1888	http://n2t.net/ark:/99152/p0pf2qbx98x	 	 	 	 	 	Beyrut vilâyeti	 
Akkaya	y	10036	آق قيا	Yaka							http://www.geonames.org/ontology#P.PPLG			1	Kaza	1841	http://n2t.net/ark:/99152/p0pf2qb8jmh	1865	 	 	 	Sinop	Kastamonu eyâleti	141
														2	Nahiye	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	1924	 	 	Merkez	Kastamonu	Kastamonu vilâyeti	 
														3	Nahiye	1924	Turkish Republic	 	 	 	 	Merkez	Kastamonu	 
Akki̇rman	y	1013	آق کيرمان	Belgorod-Dinestrouski							http://www.geonames.org/ontology#A.ADMD			1	Sancak	 	 	1593	 	 	 	 	Rumeli eyâleti	156
														2	Sancak	1593	http://n2t.net/ark:/99152/p0pf2qbb9h8	 	 	 	 	 	Özü eyâleti	 
														3	Sancak	 	 	1812	 	 	 	 	Silistre eyâleti	 
														4	Sancak	1812	http://n2t.net/ark:/99152/p0pf2qbzg6v	 	 	 	 	 	Rusya	 
Akki̇si̇	y	5061	آق کيسی								http://www.geonames.org/ontology#A.ADMD			1	Kaza	 	 	 	Şimdiki yeri belirlenemedi.	 	 	Siirt	Diyarbakır eyâleti	121
Akkışla	y	5062	آق قشله	Kuzugüdenli							http://www.geonames.org/ontology#A.ADMD			1	Nahiye	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	 	 	 	Aziziye	Sivas	Sivas vilâyeti	166
														2	Nahiye	 	 	1911	 	 	Bünyan	Sivas	Sivas vilâyeti	 
														3	Nahiye	1911	http://n2t.net/ark:/99152/p0pf2qb3rtq	~1990	 	 	 	Bünyan	Kayseri	 
														4	Kaza	~1990	Turkish Republic	 	 	 	 	 	Kayseri	 
Akköprü	y	5063	آق کوپری								http://www.geonames.org/ontology#A.ADMD			1	Kaza	~1849	http://n2t.net/ark:/99152/p0pf2qb8jmh	1867	 	 	 	Ankara	Bozok eyâleti	114
														2	Nahiye	1867	http://n2t.net/ark:/99152/p0pf2qbtdts	 	 	 	Mihalıççık	Ankara	Ankara vilâyeti	 
														3	Köy	 	 	 	 	 	Beylikahır	Mihalıççık	Eskişehir	 
Akköprü	y	5064	آق کوپری							Şimdiki yeri belirlenemedi.	http://www.geonames.org/ontology#A.ADMD			1	Nahiye	 	 	 	 	 	Gerede	Bolu	Kastamonu vilâyeti	141
Akköy	y	15519	آق کوی									Republic of Turkey		1	Kasaba	 	 	~1990	 	 	Merkez	Merkez	Denizli	 
														2	Kaza	~1990	Turkish Republic	 	 	 	 	 	Denizli	 
Akköy	n	10037	آق کوی	BULANCAK							http://www.geonames.org/ontology#P.PPLG			1	Köy	 	 	 	 	Kebsil	Ordu	Canik	Rum eyâleti	155
														2	Nahiye	 	 	1868	 	 	Ordu	Ordu	Trabzon eyâleti	 
														3	Nahiye	1868	http://n2t.net/ark:/99152/p0pf2qbtdts	1924	 	 	Giresun	Trabzon	Trabzon vilâyeti	 
														4	Nahiye	1924	Turkish Republic	1934	 	 	 	Merkez	Giresun	 
														5	Kaza	1934	Turkish Republic	 	 	 	 	 	Giresun	 
Akköy	y	5065	آق کوی								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	 	 	 	Bu nahiye bölgesinde Didim ilçesi kuruldu ve nahiyenin köyleri yeni ilçeye bağlandı.	 	 	Söke	Aydın	 
Akkuş	y	5066	آق قوش	Karakuş		Yazlıkbelen					http://www.geonames.org/ontology#A.ADMD			1	Kaza	 	 	 	 	 	 	Ordu	Sivas eyâleti	166
														2	Kaza	 	 	1892	 	 	 	Ordu	Trabzon eyâleti	 
														3	Nahiye	1892	http://n2t.net/ark:/99152/p0pf2qbx98x	1920	 	 	Ünye	Canik	Trabzon vilâyeti	 
														4	Nahiye	1920	http://n2t.net/ark:/99152/p0pf2qbw2zt	1954	 	 	 	Ünye	Ordu	 
														5	Kaza	1954	Turkish Republic	 	 	 	 	 	Ordu	 
Akmesci̇t	y	535	آق مسجد	Simferopol	سيمفروپول						http://www.geonames.org/ontology#P.PPLG		https://www.wikidata.org/wiki/Q19566	1	Eyâlet merkezi	 	 	 	 	 	 	 	Kırım eyâleti (hanlığı)	 
														2	Şehir	 	 	 	Eyâlet Mrk.	 	Tavrida	Kırım	Ukrayna	 
														3	Şehir	 	 	 	Yarımadanın merkezinde Kırım Tatar Hanlığı zamanında kurulmuş.	 	 	 	Rusya	 
Akmeşe	y	10038	آق ميشه	Armişe							http://www.geonames.org/ontology#P.PPLG			1	Nahiye	1878	http://n2t.net/ark:/99152/p0pf2qbx98x	1920	 	 	Merkez	İzmit	Şehremâneti	 
														2	Nahiye	1920	http://n2t.net/ark:/99152/p0pf2qbw2zt	 	 	 	 	Merkez	Kocaeli	 
Akören	y	15293	آق ويران	Akviran							http://www.geonames.org/ontology#A.ADMD	Republic of Turkey		1	Nahiye	1926	Turkish Republic	~1990	 	 	 	Çumra	Konya	 
														2	Kaza	~1990	Turkish Republic	 	 	 	 	 	Konya	 
Akören	y	10039	آق ويران	Akviran							http://www.geonames.org/ontology#P.PPLG			1	Nahiye	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	 	 	 	Merkez	Amasya	Sivas vilâyeti	166
														2	Köy	 	 	 	 	 	Merkez	Suluova	Amasya	 
Akören	y	10040	آق ويران	Akviran							http://www.geonames.org/ontology#P.PPLG			1	Nahiye	 	 	 	 	 	Aziziye	Sivas	Sivas vilâyeti	166
														2	Köy	 	 	 	 	 	Kaynar	Pınarbaşı	Kayseri	 
Akören	y	10041	آق ويران	Akviran							http://www.geonames.org/ontology#P.PPLG			1	Nahiye merkezi	 	 	 	 	 	Mollafeneri	Gebze	Kocaeli	 
Akova	y	5067	آق اووه	Bjelopolje							http://www.geonames.org/ontology#A.ADMD			1	Kaza	1580	http://n2t.net/ark:/99152/p0pf2qbb9h8	1877	 	 	 	Yenipazar	Bosna eyâleti	113
														2	Kaza	1877	http://n2t.net/ark:/99152/p0pf2qbx98x	1913	 	 	 	Yenipazar	Kosova vilâyeti	 
														3	Kaza	1913	http://n2t.net/ark:/99152/p0pf2qb3rtq	 	 	 	 	Karadağ C.	Yugoslavya	 
Akpalanka	y	10042	آق پلانقه	Arzerpalanka							http://www.geonames.org/ontology#P.PPLG			1	Kasaba	1864	http://n2t.net/ark:/99152/p0pf2qbtdts	 	 	 	Merkez	Vidin	Tuna vilâyeti	172
														2	Kasaba	 	 	 	 	 	 	 	Romanya	 
Akpazar	y	5068	آق بازار	Çarsancak		Peri					http://www.geonames.org/ontology#A.ADMD			1	Kaza	1846	http://n2t.net/ark:/99152/p0pf2qb8jmh	1855	 	 	 	 	Diyarbakır eyâleti	121
														2	Kaza	1855	http://n2t.net/ark:/99152/p0pf2qb8jmh	1877	 	 	 	Harput	Diyarbakır eyâleti	 
														3	Kaza	1877	http://n2t.net/ark:/99152/p0pf2qbx98x	1926	 	 	 	Dersim	Mamûretülaziz vilâyeti	 
														4	Nahiye	1926	Turkish Republic	1935	 	 	 	Mazgirt	Elâzığ	 
														5	Nahiye	1935	Turkish Republic	 	Sancak iken merkezi “Pertek” idi. Şimdiki merkezine kaza olunca taşındı.)	 	 	Mazgirt	Tunceli	 
Akpınar	y	15006	آق پيگار	Hanakpınar							http://www.geonames.org/ontology#P.PPLG	Republic of Turkey		1	Nahiye	 	 	1937	 	 	 	Merkez	Diyarbakır	 
														2	Kaza	1937	Turkish Republic	 	 	 	 	 	Diyarbakır	 
Akpınar	y	15007	آق پيگار								http://www.geonames.org/ontology#P.PPLG	Republic of Turkey		1	Nahiye	 	 	 	 	 	 	Merkez	Adıyaman	 
Akpınar	y	15294	آق پيگار								http://www.geonames.org/ontology#A.ADMD	Republic of Turkey		1	Nahiye	 	 	~1990	 	 	 	Kaman	Kırşehir	 
														2	Kaza	~1990	Turkish Republic	 	 	 	 	 	Kırşehir	 
Akpınar	y	5069	آق پيگار	Bel-izvar							http://www.geonames.org/ontology#A.ADMD			1	Nahiye	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	1919	 	 	Eğridere	Gümülcine	Edirne vilâyeti	122
														2	Nahiye	1919	http://n2t.net/ark:/99152/p0pf2qbw2zt	 	 	 	Eğridere	Gümülcine	Yunanistan	 
Akpınar	y	5070	آق پيگار	Kuşkayası							http://www.geonames.org/ontology#A.ADMD			1	Nahiye	 	 	 	 	 	 	Kangal	Sivas	 
Akra	y	5071	عقره								http://www.geonames.org/ontology#A.ADMD			1	Kaza	 	 	 	 	 	 	Musul	Bağdad vilâyeti	106
														2	Kaza	 	 	 	 	 	 	Musul	Irak	 
Akrkof	y	5072	عقرقوف								http://www.geonames.org/ontology#A.ADMD			1	Kaza	 	 	 	 	 	 	Bağdad	Bağdad maa Şehrizor eyâleti	107
Aksakal	y	15295	آق صقال								http://www.geonames.org/ontology#A.ADMD	Republic of Turkey		1	Nahiye	1957	Turkish Republic	 	 	 	 	Bandırma	Balıkesir	 
Akşar	y	10043	آقشار								http://www.geonames.org/ontology#P.PPLG			1	Nahiye	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	 	 	 	Suşehri	Karahisar-ı Şarkî	Sivas vilâyeti	166
														2	Köy	 	 	 	 	 	Merkez	Suşehri	Sivas	 
Akşar	y	5073	آقشار	Kosor	قوصور						http://www.geonames.org/ontology#A.ADMD			1	Nahiye	 	 	1946	 	 	 	Oltu	Erzurum	 
														2	Nahiye	1946	Turkish Republic	 	 	 	 	Şenkaya	Erzurum	 
Akşar	y	5074	آقشار	Hakif	خاکيف	Şiriz					http://www.geonames.org/ontology#A.ADMD			1	Nahiye	1878	http://n2t.net/ark:/99152/p0pf2qbx98x	1935	 	 	Hizan	Bitlis	Bitlis vilâyeti	110
														2	Nahiye	1935	Turkish Republic	 	 	 	 	Hizan	Bitlis	 
Aksaray	y	355	آق سرای								http://www.geonames.org/ontology#A.ADMD			1	Sancak	1525	http://n2t.net/ark:/99152/p0pf2qb689b	1865	 	 	 	 	Karaman eyâleti	139
														2	Kaza	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	 	 	 	 	Niğde	Konya vilâyeti	 
														3	Müstakil sancak	 	 	1924	 	 	 	 	Aksaray sancağı	 
														4	Vilâyet	1924	Turkish Republic	1933	 	 	 	 	Aksaray	 
														5	Kaza	1933	Turkish Republic	1989	 	 	 	 	Niğde	 
														6	Vilâyet	1989	Turkish Republic	 	 	 	 	 	Aksaray	 
Aksaz	y	10044	آقساز								http://www.geonames.org/ontology#P.PPLG			1	Nahiye	16. yy.	http://n2t.net/ark:/99152/p0pf2qb689b	 	 	 	Merkez	Alâiye	Anadolu eyâleti	101
