Placename@tr	ottgaz_id	Placename@ott	Placename_2@tr	Placename_2@ott	Placename_3@tr	Placename_4@tr	Placename_5@tr	Placename_notes@tr	Place_type	Ott_or_not	Wikidata_url	Admin_unit_1	Admin_unit_1_year	Admin_unit_1_note	Belongs_to_1-4	Belongs_to_1-3	Belongs_to_1-2	Belongs_to_1-1	Belongs_to_1-1_id	Admin_unit_2	Admin_unit_2_year	Admin_unit_2_note	Belongs_to_2-4	Belongs_to_2-3	Belongs_to_2-2	Belongs_to_2-1	Admin_unit_3	Admin_unit_3_year	Admin_unit_3_note	Belongs_to_3-4	Belongs_to_3-3	Belongs_to_3-2	Belongs_to_3-1	Admin_unit_4	Admin_unit_4_year	Admin_unit_4_note	Belongs_to_4-3	Belongs_to_4-2	Belongs_to_4-1	Admin_unit_5	Admin_unit_5_year	Admin_unit_5_note	Belongs_to_5-3	Belongs_to_5-2	Belongs_to_5-1	Admin_unit_6	Admin_unit_6_year	Admin_unit_6_note	Belongs_to_6-2	Belongs_to_6-1	Admin_unit_7	Admin_unit_7_year	Admin_unit_7_note	Belongs_to_7-2	Belongs_to_7-1	Admin_unit_8	Admin_unit_8_year	Admin_unit_8_note	Belongs_to_8-2	Belongs_to_8-1	Admin_unit_9	Admin_unit_9_year	Belongs_to_9-3	Belongs_to_9-2	Belongs_to_9-1	Admin_unit_10	Admin_unit_10_year	Belongs_to_10-2	Belongs_to_10-1	Admin_unit_11	Admin_unit_11_year	Belongs_to_11-2	Belongs_to_11-1	Admin_unit_12	Belongs_to_12	Admin_unit_13	Belongs_to_13	Admin_unit_14	Admin_unit_14_year	Belongs_to_14
SARIKAYA		صاری قيا						Kaza Terzili-hamam k.yüne nakledilmişse de yine “Sarıkaya” olarak kalmıştır.	City			Köy				Merkez	Boğazlıyan	Yozgat		Nahiye	1935				Boğazlıyan	Yozgat	Kaza	1957					Yozgat																																															
SARIKEÇİLİ		صاری کچيلو							Region			Kaza	16. yy.				Konya	Karaman eyâleti	139																																																													
SARIKONAK		صاری قوناق	Şetek		Duhan				City			Nahiye	1878			Merkez	Bitlis	Bitlis vilâyeti	110	Nahiye	1935				Merkez	Bitlis																																																						
SARIKÖY		صاری کوی							Region			Nahiye					Gönen	Balıkesir																																																														
SARIOĞLAN		صاری اوغلان							Region			Kaza	1846				Kayseri	Bozok eyâleti	114	Nahiye	1861			Aziziye	Sivas	Sivas vilâyeti	Nahiye	1911				Bünyan	Kayseri	Kaza	1960				Kayseri																																									
SARIOĞLAN		صاری اوغلان							City			Kaza merkezi				Belören	Lârende	Karaman eyâleti	139	Nahiye merkezi				Bozkır	Konya	Konya vilâyeti	Nahiye merkezi	1924				Bozkır	Konya																																															
SARIŞABAN		صاری شعبان	Chrisoupolis						Region			Kaza	1867				Drama	Selânik vilâyeti	163																																																													
SARISU		صاری صو	Aktepe						Region			Nahiye					Ahlat	Bitlis		Nahiye	1936				Patnos	Ağrı																																																						
SARISÜLEYMAN		صاری سليمان							City			Nahiye	1865			Mecitözü	Amasya	Sivas vilâyeti	166	Köy				Merkez	Alaca	Çorum																																																						
SARIULUS		صاری اولوس							Region			Kaza	1841				Menteşe	Aydın eyâleti	104																																																													
SARIVELİLER		صاری وليلر										Kasaba				Göktepe	Ermenek	Konya		Kaza	1989					Karaman																																																						
SARIYAHŞİ		صاری يحشی								Republic of Turkey		Kasaba				Merkez	Şereflikoçhisar	Ankara		Kaza	~1990					Aksaray																																																						
SARIYER		صاری يار							Region	Republic of Turkey		Kaza	1930					İstanbul																																																														
SARIZ		سارز	Köyyeri						Region	Republic of Turkey		Nahiye	1927				Aziziye	Kayseri		Kaza	1946					Kayseri																																																						
Sarını		صارينی	ALTINKUŞAK						City	Republic of Turkey		Nahiye					Merkez	Elâzığ		Köy				Hıdırbaba	Merkez	Elâzığ																																																						
ŞARKÎ		شرقی	Âmid-i Şarkî						City			Nahiye	16. yy.			Merkez	Âmid	Diyarbakır eyâleti	121	Nahiye		1912’de mevcut. Sonraları lağvedilmiş.			Diyarbakır	Diyarbakır vilâyeti																																																						
ŞARKİKARAAĞAÇ		شرقی قره آغاج	Yalvaç Karaağacı						Region			Nahiye	~1530			Yalvaç	Hamid	Anadolu eyâleti	101	Kaza	1865				Hamid	Konya vilâyeti	Kaza	1924					Isparta																																															
ŞARKİPARE		شرقی پاره							Region			Kaza					Sivas	Sivas eyâleti	166																																																													
ŞARKIŞLA		شارقشله	Şehirkışla					1328 ve 1928 salnamelerinde Şarkışla “Tonus” kazasının merkezidir.	City			Kaza merkezi	19. yy.			Tonus	Sivas	Sivas eyâleti	166	Kaza merkezi	1865			Tonus	Sivas	Sivas vilâyeti	Kaza	1924					Sivas																																															
ŞARKİYE	1422	شرقيه	Zekâzik						Region			Sancak		Müdiriyet				Mısır eyâleti	149																																																													
ŞARKÖY	1423	شارکوی	Pirot						Region			Sancak	1877-01-01T00:00:00Z					Kosova vilâyeti	145	Sancak	1878				Sırbistan	Yugoslavya																																																						
ŞARKÖY		شارکوی							Region			Kaza	1865				Gelibolu	Edirne vilâyeti	122	Kaza	1924					Tekirdağ																																																						
ŞARLI		شارلی							City			Nahiye	1868			Vakfıkebir	Trabzon	Trabzon vilâyeti	171	Nahiye merkezi	1926			Beşikdüzü	Vakfıkebir	Trabzon	Kaza merkezi	~1990				Beşikdüzü	Trabzon																																															
SARMISAKLI		صارمساقلی							City			Kaza merkezi	1911				Bünyan	Kayseri																																																														
Sarnıç		صارنچ	SARNIÇKÖY						City	Republic of Turkey		Nahiye	1924				Dursunbey	Balıkesir		Köy				Kireç	Dursunbey	Balıkesir																																																						
SARP		صارپ										Köy		Gümrük kapısı		Kemalpaşa	Hopa	Artvin																																																														
SARSAB		صار صاب							Region			Nahiye		Elbistan’ın İncecik ve Yalıntaş köylerinin güneyinde idi.		Maraş	Maraş	Zülkadriye eyâleti	183																																																													
SART		صارت							City			Kaza	~1530				Aydın	Anadolu eyâleti	101	Kaza	1811				Saruhan	Aydın eyâleti	Köy		Sartmahmut kasabası ve Sartmustafa k.yü.		Merkez	Salihli	Manisa																																															
SART		صارت							Region			Kaza	1841				Kastamonu	Kastamonu eyâleti	141																																																													
Saruhan	1424	صاروخان	MANİSA						Region		https://www.wikidata.org/wiki/Q147089	Sancak	1409-12-23T00:00:00Z					Anadolu eyâleti	101	Sancak	1811					Aydın eyâleti	Eyâlet merkezi	1841					Aydın eyâleti	Sancak	1847				Aydın eyâleti	Sancak	1865				Aydın vilâyeti	Vilâyet	1924			Manisa																														
SARUHANLI		صاروخانلی							City	Republic of Turkey		Nahiye	1945				Merkez	Manisa		Kaza	1959					Manisa																																																						
ŞARVİ		شاروی							Region			Kaza	1812				Ruscuk	Silistre eyâleti	164																																																													
SASIN	1425	صاصين							Region			Sancak	1577-12-22T00:00:00Z					Çıldır eyâleti	119																																																													
SASON		صاصون	Kabilcevaz						Region			Kaza					Siirt	Diyarbakır eyâleti	121	Kaza	1880				Muş	Bitlis vilâyeti	Kaza	1924					Siirt	Kaza	1990				Batman																																									
Şatak	1426	شتاق	ÇATAK					1943’te adı “Çatak” oldu.	Region			Sancak	~1635					Van eyâleti	175	Kaza	1855				Van	Van eyâleti	Kaza	1865				Van maa Hakkârî	Erzurum eyâleti	Kaza	1882			Van	Van vilâyeti	Kaza	1924				Van																																			
ŞATİ		شاطی							Region			Kaza				Fizan	Trablusgarb	Libya																																																														
SATILMIŞ-I BAYRAMLI		صاتلمش بايراملی							Region			Nahiye	1520			Bayramlı (Ordu)	Canik	Rum eyâleti	155																																																													
SATIRLAR		سطرلر							City	Republic of Turkey		Kaza merkezi	1936				Yeşilova	Burdur																																																														
Satılmış		صاتلمش	FATSA						Region			Kaza	1520				Canik	Rum eyâleti	155	Kaza	~1600				Canik	Sivas eyâleti	Kaza	1846				Canik	Trabzon eyâleti	Kaza	1924				Ordu																																									
Satlil		صاتليل	Satlel		YAYLÂALTI				Region			Kaza	1578				Çıldır	Çıldır eyâleti	119	Köy				Eminbey	Posof	Kars																																																						
SATMAR		ساتمار	Szathmar						Region	Not		Eyâlet						Macaristan																																																														
ŞATMAR		شاتمار							Region	Not		Eyâlet		kontluk				Macaristan																																																														
ŞATRATÜ’L-AMÂRA		شطرة العماره							Region			Kaza	1867			Amâra	Basra	Irak																																																														
ŞATRATÜLMÜNTEFİK		شطرة المنتفک							Region			Kaza	1884			Müntefik	Basra	Irak																																																														
ŞATTA		شطه										Kasaba					Dimyat	Mısır																																																														
ŞATTÜLARAB		شط العرب							City			Nahiye	1884			Merkez	Basra	Basra vilâyeti	108																																																													
ŞATTÜLMEKÂR		شط المکلر	Hamisiye						Region			Nahiye	1884			Sûkuşşüyûh	Müntefik	Basra vilâyeti	108																																																													
SATUKALE		صاتو قلعه							Region			Nahiye	~1830			Köysancak	Kerkük	Bağdad maa Şehrizor eyâleti	107																																																													
ŞAUR		شاعور							City			Kaza	1860				Akka	Sayda eyâleti	160	Nahiye	1888			Merkez	Akka	Beyrut vilâyeti																																																						
Şavak		شواق	AKDEMİR		Abşeker				Region			Nahiye	1888			Pertek	Dersim	Mamûretülaziz		Nahiye	1927				Pertek	Elâzığ	Nahiye	1936				Pertek	Tunceli																																															
SAVAŞTEPE		صواشتپه	Giresun						City			Nahiye	~1530			İvrindi	Karesi	Anadolu eyâleti	101	Nahiye	1886			Merkez	Karesi	Hudavendigâr vilâyeti	Kaza	1954					Balıkesir																																															
SAVCILI		صاوجيلی	Savcılıbüyükoba						Region			Nahiye					Kaman	Kırşehir																																																														
SAVRUN		صاورون							Region			Nahiye	16. yy.			Kars (Kadirli)	Maraş	Zülkadriye eyâleti	183	Bölge					Kadirli	Adana																																																						
ŞAVŞAT	1427	شوشاد	Yeniköy						Region			Sancak	1577-12-22T00:00:00Z					Çıldır eyâleti	119	Kaza	1830				Çıldır	Erzurum eyâleti	Kaza	1878				Çıldır	Rusya yönetimi	Kaza	1921				Ardahan	Kaza	1921				Artvin																																			
SAVUR		صاوور	Avniye						Region			Kaza	19. yy.				Mardin	Diyarbakır eyâleti	121	Kaza	1924					Mardin																																																						
ŞAYAK		شياق	Shijak						Region			Kaza	1881				Dıraç	İşkodra vilâyeti	135																																																													
SAYDA	160	صيدا							Region			Nahiye	1516-12-22T00:00:00Z				Şam	Arap vilâyeti	103	Sancak	1538					Şam eyâleti	Eyâlet	1614					Sayda eyâleti	Sancak	1634				Şam eyâleti	Eyâlet	1660				Sayda eyâleti	Kaza	1865		Şam	Suriye vilâyeti	Kaza	1867		Beyrut	Suriye vilâyeti	Kaza	1902			Beyrut vilâyeti	Kaza	1912		Beyrut	Beyrut vilâyeti															
SAYDA	625	صيدا							City		https://www.wikidata.org/wiki/Q163490	Eyâlet merkezi	1593-01-01T00:00:00Z					Şam eyâleti	159																																																													
ŞAYİBLÜ		شايبلو							Region			Nahiye		Köylerinin çoğu şimdi Ulubey ilçesine bağlı. Ulubey’in “Şuayib=Güzelyurt k.yü var.		Ordu	Canik	Rum eyâleti	155																																																													
SÂYİH	1428	الصايح	Es-Sâyih					Hit yakınında Şemmerül-cerba aşiretine tabi bir kabile olduğu bazı kaynaklarda yazılmıştır.	Region			Sancak	17. yy.					Bağdad eyâleti	106																																																													
Saz		ساز	SAZKÖY						City			Kaza	19. yy.				Çorum-Amasya	Sivas eyâleti	166	Köy				Seydim	Merkez	Çorum																																																						
SAZ		ساز							Region			Nahiye	1877			Koçana	Üsküb	Kosova vilâyeti	145																																																													
SAZANOS		سزانوس							City			Nahiye		Emet’in Abaş ve Aydın köyleri civarında idi.		Merkez	Kütahya	Anadolu eyâleti	101																																																													
SAZİN		سازين							Region			Kaza	1866				Bihke	Bosna vilâyeti	113																																																													
SAZLIDERE		سازلی دره							City			Nahiye	1865			Havsa	Edirne	Edirne vilâyeti	122	Köy	1926			Merkez	Merkez	Edirne																																																						
ŞEBAM		شبام							Region			Nahiye	1871			Gökben	Yemen	Yemen vilâyeti	181																																																													
ŞEBANİYE		شبانيه							Region			Nahiye	1856				Cebel-i Nasara	Sayda eyâleti	160																																																													
ŞEBEK		شبک							City			Nahiye	1865			Merkez	Musul	Van vilâyeti	175																																																													
SEBEN		سبن	Çarşamba		Hacıoğlan				City			Nahiye	1911			Mudurnu	Bolu	Kastamonu vilâyeti	141	Nahiye	1924				Merkez	Bolu	Kaza	1946					Bolu																																															
SEBENİKO		سبنيقو								Not		Kasaba					Dalmaçya	Avusturya-Macaristan																																																														
ŞEBEŞ	1429	شبش	Karanşebeş					1788’de Koca Yusuf Paşa Alman ordusunu burada yendi.	Region			Sancak	1658-01-01T00:00:00Z					Tımışvar eyâleti	169																																																													
SEBESTİYE		سبسطيه										Kasaba				Nablus	Nablus	Beyrut vilâyeti																																																														
SEBHE		سبهه							Region			Nahiye			Merzûk	Fizan	Trablusgarb	Libya																																																														
SEBİHA		سبيحه							Region			Nahiye	1882				Deyr	Zor sancağı																																																														
ŞEBİNKARAHİSAR	1430	شبين قره حصار	Karahisar-ı Şarkî						Region			Sancak	1472-12-23T00:00:00Z					Rum eyâleti	155	Sancak	1514					Erzincan eyâleti	Sancak	~1520					Rum eyâleti	Sancak	1568				Erzurum eyâleti	Sancak	1805				Trabzon eyâleti	Sancak	1836			Erzurum eyâleti	Sancak	1845			Trabzon eyâleti	Sancak	1865			Sivas vilâyeti	Sancak	1914-1923			Müstakil sancak	Vilâyet	1924		Şebinkarahisar	Kaza	1933		Giresun							
SEBNE		سبنه							Region			Nahiye	1855			İmadiye	Musul	Van eyâleti	175																																																													
SEBRE		سبره										Kasaba					Trablusgarb	Libya																																																														
SEÇEN	1431	سچن	Szecsny						Region			Sancak	1593-01-01T00:00:00Z					Budin eyâleti		Sancak	1596					Eğri eyâleti	Sancak	1687					Macaristan																																															
SEÇİŞTE		سچشته	Sjatista						Region			Nahiye	1874			Nasliç	Serfiçe	Manastır vilâyeti	148																																																													
SEDDÜLBAHİR		سدالبحر							City			Kaza	1865				Gelibolu	Edirne vilâyeti	122	Köy				Merkez	Eceâbâd	Çanakkale																																																						
